Source,Destination,Airline,Predicted_Price,Departure_Date,Arrival_Time,Total_Stops,Duration,Class
Kolkata,Banglore,Air India,"4,606.92",2019-06-09,16:15,2,30h 25m,No info
Delhi,Cochin,IndiGo,"5,759.97",2019-06-24,00:20,0,3h 15m,No info
Banglore,New Delhi,Air Asia,"5,486.12",2019-03-24,08:40,0,2h 50m,No info
Banglore,Delhi,GoAir,"5,486.12",2019-04-06,14:30,0,2h 50m,No info
Kolkata,Banglore,Air India,"4,606.92",2019-05-24,11:10,1,18h 20m,No info
Delhi,Cochin,Jet Airways,"4,606.92",2019-06-24,04:25,2,18h 45m,No info
Delhi,Cochin,Multiple carriers,"4,962.52",2019-06-12,19:00,1,15h 10m,No info
Kolkata,Banglore,Jet Airways,"4,606.92",2019-03-24,20:40,1,27h 45m,In-flight meal not included
Delhi,Cochin,Jet Airways,"4,606.92",2019-06-12,12:35,1,5h 30m,In-flight meal not included
Delhi,Cochin,Multiple carriers,"4,606.92",2019-06-12,22:30,1,7h 35m,In-flight meal not included
Banglore,Delhi,Jet Airways,"6,188.50",2019-06-15,08:45,0,2h 45m,No info
Kolkata,Banglore,IndiGo,"5,614.18",2019-06-01,17:45,0,2h 30m,No info
Banglore,Delhi,Air India,"5,486.12",2019-06-03,08:55,0,2h 45m,No info
Delhi,Cochin,Jet Airways,"4,606.92",2019-03-03,04:25,1,10h 10m,No info
Banglore,Delhi,Jet Airways,"5,614.18",2019-04-01,14:05,0,2h 55m,In-flight meal not included
Banglore,Delhi,Vistara,"6,188.50",2019-06-06,23:50,0,2h 50m,No info
Delhi,Cochin,Multiple carriers,"4,606.92",2019-05-09,12:35,1,7h 40m,No info
Delhi,Cochin,IndiGo,"5,541.54",2019-05-21,00:55,1,10h 35m,No info
Delhi,Cochin,Air Asia,"4,606.92",2019-06-03,13:25,1,5h 30m,No info
Kolkata,Banglore,Air India,"6,151.91",2019-05-24,10:30,3,27h 30m,No info
Mumbai,Hyderabad,Air India,"5,465.04",2019-06-15,07:40,0,1h 20m,No info
Kolkata,Banglore,SpiceJet,"6,244.03",2019-05-27,00:40,0,2h 20m,No check-in baggage included
Delhi,Cochin,Multiple carriers,"4,962.52",2019-05-18,19:00,1,11h 30m,No info
Banglore,Delhi,Air Asia,"5,486.12",2019-06-15,02:45,0,2h 50m,No info
Banglore,New Delhi,IndiGo,"4,606.92",2019-03-15,15:25,1,4h 5m,No info
Delhi,Cochin,IndiGo,"4,962.52",2019-06-27,21:00,1,12h 30m,No info
Banglore,Delhi,Vistara,"5,486.12",2019-05-03,12:35,0,2h 50m,No info
Kolkata,Banglore,Vistara,"4,606.92",2019-03-24,10:50,1,14h 30m,No info
Kolkata,Banglore,IndiGo,"5,486.12",2019-04-15,07:15,0,2h 35m,No info
Mumbai,Hyderabad,Jet Airways,"5,465.04",2019-05-12,11:50,0,1h 30m,In-flight meal not included
Mumbai,Hyderabad,Jet Airways,"5,465.04",2019-05-15,08:30,0,1h 25m,No info
Kolkata,Banglore,Jet Airways,"4,606.92",2019-06-09,20:45,1,6h 40m,No info
Chennai,Kolkata,IndiGo,"5,486.12",2019-03-12,21:55,0,2h 20m,No info
Banglore,Delhi,Jet Airways,"6,188.50",2019-05-18,08:45,0,2h 45m,In-flight meal not included
Delhi,Cochin,Vistara,"5,704.44",2019-06-12,09:10,0,3h 10m,No info
Delhi,Cochin,Vistara,"5,002.06",2019-06-06,17:50,0,3h 10m,No info
Banglore,Delhi,Jet Airways,"5,486.12",2019-05-03,18:10,0,2h 55m,No info
Delhi,Cochin,Air India,"4,606.92",2019-06-15,19:15,2,24h 30m,No info
Delhi,Cochin,Air India,"5,309.30",2019-06-27,19:15,2,21h 15m,No info
Delhi,Cochin,IndiGo,"4,962.52",2019-06-27,21:00,1,16h 5m,No info
Banglore,New Delhi,Air India,"4,606.92",2019-03-09,23:55,2,30h 30m,No info
Delhi,Cochin,Multiple carriers,"4,606.92",2019-03-27,18:50,1,14h 5m,No info
Delhi,Cochin,Multiple carriers,"4,437.83",2019-06-24,01:30,1,7h 15m,No info
Delhi,Cochin,Multiple carriers,"4,606.92",2019-05-27,19:15,1,6h 25m,No info
Kolkata,Banglore,Jet Airways,"4,606.92",2019-06-06,04:40,1,12h 10m,No info
Banglore,Delhi,Jet Airways,"5,702.54",2019-06-01,20:45,0,3h,No info
Delhi,Cochin,Air India,"5,309.30",2019-06-03,19:15,1,10h 15m,No info
Delhi,Cochin,Jet Airways,"5,309.30",2019-03-21,18:50,1,8h 50m,In-flight meal not included
Kolkata,Banglore,SpiceJet,"6,188.50",2019-06-12,11:25,0,2h 25m,No check-in baggage included
Chennai,Kolkata,SpiceJet,"5,674.82",2019-06-21,12:00,0,2h 15m,No info
Delhi,Cochin,Air India,"4,734.98",2019-06-01,08:15,1,14h 35m,No info
Banglore,New Delhi,Jet Airways,"5,309.30",2019-03-06,21:20,1,13h 20m,No info
Kolkata,Banglore,IndiGo,"5,486.12",2019-04-24,07:15,0,2h 35m,No info
Delhi,Cochin,Jet Airways,"5,309.30",2019-06-09,12:35,1,20h 35m,In-flight meal not included
Banglore,New Delhi,IndiGo,"6,188.50",2019-03-03,08:45,0,2h 45m,No info
Delhi,Cochin,Multiple carriers,"5,898.48",2019-06-09,21:00,1,11h,No info
Mumbai,Hyderabad,SpiceJet,"5,564.44",2019-05-01,07:15,0,1h 30m,No check-in baggage included
Delhi,Cochin,Air India,"4,606.92",2019-06-03,19:15,2,28h 50m,No info
Kolkata,Banglore,Jet Airways,"4,962.52",2019-05-21,12:00,1,21h 55m,No info
Banglore,New Delhi,Jet Airways,"4,606.92",2019-03-18,08:15,1,10h 50m,No info
Mumbai,Hyderabad,SpiceJet,"5,465.04",2019-06-27,07:15,0,1h 30m,No check-in baggage included
Banglore,New Delhi,Air India,"5,486.12",2019-03-18,08:55,0,2h 45m,No info
Delhi,Cochin,Jet Airways,"4,606.92",2019-03-21,18:50,2,23h 35m,In-flight meal not included
Delhi,Cochin,Jet Airways,"4,962.52",2019-06-09,19:00,2,13h 30m,In-flight meal not included
Delhi,Cochin,Multiple carriers,"4,606.92",2019-06-27,19:15,1,11h 45m,No info
Banglore,Delhi,IndiGo,"6,188.50",2019-04-21,15:50,0,2h 50m,No info
Mumbai,Hyderabad,Jet Airways,"5,465.04",2019-06-24,11:50,0,1h 30m,In-flight meal not included
Mumbai,Hyderabad,Air India,"4,606.92",2019-03-12,09:15,1,16h 25m,No info
Kolkata,Banglore,GoAir,"4,606.92",2019-05-12,14:35,1,7h 55m,No info
Delhi,Cochin,IndiGo,"4,606.92",2019-05-18,03:35,1,5h 45m,No info
Delhi,Cochin,Jet Airways,"4,606.92",2019-05-27,12:35,1,16h 50m,In-flight meal not included
Mumbai,Hyderabad,Jet Airways,"5,465.04",2019-03-06,21:05,0,1h 30m,No info
Banglore,Delhi,IndiGo,"5,486.12",2019-05-09,10:05,0,2h 55m,No info
Delhi,Cochin,IndiGo,"4,606.92",2019-05-09,22:30,1,14h 55m,No info
Mumbai,Hyderabad,Jet Airways,"5,465.04",2019-06-27,10:15,0,1h 30m,In-flight meal not included
Kolkata,Banglore,Air India,"4,606.92",2019-06-06,05:35,2,12h 45m,No info
Delhi,Cochin,IndiGo,"4,437.83",2019-06-09,01:30,1,6h 55m,No info
Banglore,Delhi,Jet Airways,"5,592.62",2019-05-24,22:50,0,3h,No info
Kolkata,Banglore,Jet Airways,"4,606.92",2019-05-15,10:05,1,17h 35m,In-flight meal not included
Kolkata,Banglore,Vistara,"4,606.92",2019-05-12,10:45,1,14h 25m,No info
Delhi,Cochin,Multiple carriers Premium economy,"5,309.30",2019-03-21,19:15,1,13h 15m,No info
Delhi,Cochin,Air India,"5,432.65",2019-06-15,19:15,2,30h,No info
Banglore,Delhi,Jet Airways,"5,592.62",2019-06-24,20:45,0,3h,In-flight meal not included
Banglore,New Delhi,Air India,"4,734.98",2019-03-01,22:10,1,8h 20m,No info
Delhi,Cochin,Air India,"4,606.92",2019-03-09,07:40,2,24h 50m,No info
Kolkata,Banglore,Jet Airways,"4,606.92",2019-06-06,19:50,1,5h 45m,In-flight meal not included
Kolkata,Banglore,Jet Airways,"4,606.92",2019-06-06,10:05,1,15h 10m,In-flight meal not included
Kolkata,Banglore,SpiceJet,"5,486.12",2019-05-06,19:40,0,2h 30m,No check-in baggage included
Kolkata,Banglore,Air India,"5,309.30",2019-06-12,05:25,2,19h 25m,No info
Delhi,Cochin,GoAir,"4,606.92",2019-04-21,13:35,1,6h 5m,No info
Mumbai,Hyderabad,Jet Airways,"5,465.04",2019-06-12,11:50,0,1h 30m,No info
Kolkata,Banglore,Jet Airways,"5,309.30",2019-06-09,18:15,1,22h 15m,In-flight meal not included
Chennai,Kolkata,SpiceJet,"5,674.82",2019-05-15,12:00,0,2h 15m,No check-in baggage included
Delhi,Cochin,Jet Airways,"4,734.98",2019-06-01,04:25,2,13h 50m,In-flight meal not included
Banglore,New Delhi,Jet Airways,"4,734.98",2019-03-01,20:20,1,8h 40m,No info
Banglore,Delhi,Vistara,"5,486.12",2019-05-24,12:35,0,2h 50m,No info
Kolkata,Banglore,Vistara,"4,606.92",2019-05-09,10:45,1,27h 35m,No info
Banglore,New Delhi,Jet Airways,"4,606.92",2019-03-18,09:30,1,12h 5m,In-flight meal not included
Banglore,New Delhi,Jet Airways,"4,606.92",2019-03-12,21:20,1,26h 25m,In-flight meal not included
Mumbai,Hyderabad,Vistara,"4,606.92",2019-03-06,16:45,1,26h 5m,No info
Banglore,Delhi,Jet Airways,"5,592.62",2019-06-03,11:20,0,3h,No info
Delhi,Cochin,Multiple carriers,"4,437.83",2019-03-27,01:35,1,12h 45m,No info
Mumbai,Hyderabad,Jet Airways,"5,547.24",2019-03-15,04:25,0,1h 30m,No info
Banglore,Delhi,Jet Airways,"5,451.71",2019-05-03,22:00,0,3h 5m,No info
Delhi,Cochin,IndiGo,"5,292.05",2019-05-09,07:45,1,5h 45m,No info
Kolkata,Banglore,Air Asia,"5,382.22",2019-04-09,01:20,0,2h 30m,No info
Mumbai,Hyderabad,IndiGo,"5,465.04",2019-03-21,21:35,0,1h 30m,No info
Delhi,Cochin,Jet Airways,"4,606.92",2019-03-27,04:25,2,23h 15m,In-flight meal not included
Kolkata,Banglore,Vistara,"5,309.30",2019-05-18,23:25,1,6h 25m,No info
Delhi,Cochin,IndiGo,"4,606.92",2019-06-12,22:30,1,6h 20m,No info
Delhi,Cochin,IndiGo,"4,437.83",2019-06-15,01:30,1,8h 20m,No info
Delhi,Cochin,Multiple carriers,"5,309.30",2019-06-06,12:35,1,6h 35m,No info
Delhi,Cochin,Air India,"4,606.92",2019-03-27,19:15,2,36h 25m,No info
Delhi,Cochin,Air India,"4,606.92",2019-05-27,19:15,2,26h 35m,No info
Kolkata,Banglore,Jet Airways,"4,734.98",2019-04-01,21:05,1,24h 40m,No info
Kolkata,Banglore,Jet Airways,"4,606.92",2019-05-24,10:55,1,25h 20m,No info
Banglore,Delhi,Vistara,"6,188.50",2019-05-15,23:50,0,2h 50m,No info
Delhi,Cochin,Jet Airways,"4,606.92",2019-03-03,18:50,1,27h 45m,No info
Kolkata,Banglore,Jet Airways,"4,606.92",2019-05-24,23:35,1,7h 5m,In-flight meal not included
Delhi,Cochin,Air India,"4,962.52",2019-06-03,23:00,1,16h 50m,No info
Kolkata,Banglore,Air Asia,"5,486.12",2019-03-12,12:15,0,2h 30m,No info
Delhi,Cochin,Multiple carriers,"5,197.27",2019-05-15,01:30,1,15h 30m,No info
Banglore,Delhi,IndiGo,"5,486.12",2019-05-15,02:20,0,2h 50m,No info
Delhi,Cochin,Jet Airways,"4,606.92",2019-05-27,04:25,2,22h 55m,No info
Delhi,Cochin,Jet Airways,"4,606.92",2019-06-12,12:35,2,15h 10m,No info
Delhi,Cochin,Air India,"5,674.82",2019-06-09,08:00,0,2h 50m,No info
Banglore,Delhi,Jet Airways,"5,486.12",2019-05-24,18:10,0,2h 55m,No info
Mumbai,Hyderabad,IndiGo,"5,465.04",2019-05-15,20:35,0,1h 30m,No info
Kolkata,Banglore,IndiGo,"6,244.03",2019-05-24,00:05,0,2h 40m,No info
Kolkata,Banglore,Jet Airways,"4,606.92",2019-05-21,20:45,1,23h 35m,In-flight meal not included
Banglore,New Delhi,IndiGo,"5,486.12",2019-03-15,21:45,0,2h 50m,No info
Delhi,Cochin,SpiceJet,"4,606.92",2019-05-21,13:15,1,4h 30m,No info
Chennai,Kolkata,Air India,"5,486.12",2019-06-27,13:55,0,2h 15m,No info
Kolkata,Banglore,Jet Airways,"4,734.98",2019-05-01,20:45,1,6h 40m,In-flight meal not included
Kolkata,Banglore,Air India,"4,734.98",2019-04-01,11:10,1,18h 20m,No info
Banglore,Delhi,Air Asia,"5,486.12",2019-05-09,02:45,0,2h 50m,No info
Kolkata,Banglore,Air Asia,"4,734.98",2019-05-01,19:25,1,11h 50m,No info
Delhi,Cochin,Jet Airways,"4,734.98",2019-06-01,04:25,1,5h 35m,No info
Kolkata,Banglore,Jet Airways,"5,432.65",2019-05-09,10:05,1,20h,No info
Mumbai,Hyderabad,SpiceJet,"5,465.04",2019-05-18,14:45,0,1h 30m,No check-in baggage included
Kolkata,Banglore,IndiGo,"4,606.92",2019-05-09,20:05,1,4h 50m,No info
Banglore,Delhi,SpiceJet,"5,486.12",2019-06-09,12:20,0,2h 50m,No check-in baggage included
Delhi,Cochin,Jet Airways,"5,309.30",2019-06-03,04:25,1,13h 25m,In-flight meal not included
Delhi,Cochin,Air India,"5,309.30",2019-05-21,19:15,1,12h 15m,No info
Chennai,Kolkata,IndiGo,"5,486.12",2019-05-24,21:55,0,2h 20m,No info
Delhi,Cochin,Air India,"5,592.62",2019-05-12,17:10,0,3h,No info
Kolkata,Banglore,Jet Airways,"4,962.52",2019-05-15,12:00,1,21h 55m,In-flight meal not included
Delhi,Cochin,IndiGo,"4,606.92",2019-03-09,16:10,1,7h 35m,No info
Banglore,Delhi,GoAir,"5,486.12",2019-04-27,14:30,0,2h 50m,No info
Delhi,Cochin,Multiple carriers,"4,962.52",2019-05-27,19:00,1,8h 25m,No info
Banglore,Delhi,Vistara,"5,486.12",2019-05-09,22:15,0,2h 45m,No info
Mumbai,Hyderabad,SpiceJet,"5,465.04",2019-06-21,14:45,0,1h 30m,No info
Banglore,New Delhi,Air India,"5,592.62",2019-03-09,08:45,0,3h,No info
Delhi,Cochin,Jet Airways,"4,606.92",2019-06-15,04:25,2,10h 5m,No info
Kolkata,Banglore,Jet Airways,"4,962.52",2019-05-24,12:00,1,14h 50m,No info
Banglore,New Delhi,Vistara,"5,614.18",2019-03-01,12:35,0,2h 45m,No info
Delhi,Cochin,Jet Airways,"4,962.52",2019-05-27,19:00,2,7h 20m,No info
Delhi,Cochin,Jet Airways,"5,309.30",2019-03-21,04:25,1,6h 25m,In-flight meal not included
Kolkata,Banglore,Air India,"5,486.12",2019-04-27,16:45,0,2h 30m,No info
Delhi,Cochin,Multiple carriers,"5,898.48",2019-05-27,21:00,1,11h,In-flight meal not included
Delhi,Cochin,GoAir,"5,542.58",2019-06-01,19:35,1,9h,No info
Kolkata,Banglore,Jet Airways,"4,606.92",2019-05-24,16:20,1,7h 55m,In-flight meal not included
Delhi,Cochin,Multiple carriers,"5,898.48",2019-06-24,19:00,1,12h,No info
Banglore,Delhi,Jet Airways,"6,188.50",2019-06-27,08:45,0,2h 45m,No info
Delhi,Cochin,Multiple carriers,"4,962.52",2019-05-15,21:00,1,9h 20m,No info
Delhi,Cochin,Jet Airways,"4,734.98",2019-06-01,04:25,2,22h 55m,In-flight meal not included
Delhi,Cochin,IndiGo,"4,962.52",2019-05-21,21:00,1,9h 35m,No info
Mumbai,Hyderabad,SpiceJet,"5,564.44",2019-04-01,14:45,0,1h 30m,No info
Delhi,Cochin,Multiple carriers,"5,898.48",2019-05-27,21:00,1,8h,In-flight meal not included
Delhi,Cochin,Jet Airways,"4,606.92",2019-05-21,12:35,2,26h 55m,No info
Kolkata,Banglore,Air Asia,"5,486.12",2019-04-27,12:55,0,2h 35m,No info
Kolkata,Banglore,Jet Airways,"4,606.92",2019-05-21,22:05,1,12h 30m,In-flight meal not included
Delhi,Cochin,SpiceJet,"4,606.92",2019-06-12,11:20,1,5h 15m,No info
Kolkata,Banglore,Jet Airways,"4,606.92",2019-06-09,19:10,1,9h 35m,No info
Delhi,Cochin,Multiple carriers,"5,197.27",2019-05-09,01:30,1,7h 30m,No info
Delhi,Cochin,Jet Airways,"5,309.30",2019-06-06,04:25,1,19h 25m,No info
Kolkata,Banglore,IndiGo,"4,606.92",2019-04-24,20:30,1,5h 15m,No info
Delhi,Cochin,IndiGo,"4,606.92",2019-06-24,22:30,1,8h 10m,No info
Banglore,Delhi,Jet Airways,"5,486.12",2019-04-12,18:10,0,2h 55m,In-flight meal not included
Kolkata,Banglore,Air India,"4,606.92",2019-03-24,21:50,1,12h 25m,No info
Delhi,Cochin,Jet Airways,"4,606.92",2019-06-27,12:35,2,27h 10m,No info
Delhi,Cochin,Jet Airways,"4,962.52",2019-06-06,19:00,1,23h 45m,In-flight meal not included
Delhi,Cochin,Air India,"5,309.30",2019-03-27,19:15,1,15h 15m,No info
Delhi,Cochin,Multiple carriers,"5,432.65",2019-06-06,19:15,1,10h,No info
Delhi,Cochin,IndiGo,"4,606.92",2019-03-06,16:10,1,9h 30m,No info
Delhi,Cochin,Jet Airways,"5,898.48",2019-06-24,19:00,1,10h,In-flight meal not included
Delhi,Cochin,IndiGo,"4,606.92",2019-03-03,15:30,1,6h 20m,No info
Kolkata,Banglore,Jet Airways,"4,606.92",2019-05-18,22:05,1,12h 30m,No info
Delhi,Cochin,IndiGo,"4,606.92",2019-06-03,22:30,1,14h 55m,No info
Kolkata,Banglore,SpiceJet,"6,188.50",2019-05-15,11:25,0,2h 25m,No info
Banglore,New Delhi,IndiGo,"5,486.12",2019-03-09,10:05,0,2h 55m,No info
Kolkata,Banglore,Vistara,"4,606.92",2019-05-09,22:40,1,26h 20m,No info
Delhi,Cochin,Air India,"4,606.92",2019-06-12,07:40,2,25h 45m,No info
Delhi,Cochin,Jet Airways,"4,606.92",2019-03-03,04:25,2,33h 15m,No info
Kolkata,Banglore,Jet Airways,"4,606.92",2019-05-09,22:35,1,8h 30m,No info
Mumbai,Hyderabad,Jet Airways,"5,547.24",2019-05-18,04:20,0,1h 25m,In-flight meal not included
Kolkata,Banglore,Air India,"5,486.12",2019-03-24,16:45,0,2h 30m,No info
Mumbai,Hyderabad,SpiceJet,"5,465.04",2019-06-09,07:15,0,1h 30m,No check-in baggage included
Kolkata,Banglore,Jet Airways,"4,734.98",2019-05-01,19:50,1,11h 25m,In-flight meal not included
Delhi,Cochin,Jet Airways,"5,385.37",2019-06-01,19:00,1,20h 10m,In-flight meal not included
Delhi,Cochin,Multiple carriers,"4,606.92",2019-03-06,19:15,1,6h 25m,No info
Delhi,Cochin,Jet Airways,"4,606.92",2019-06-03,12:35,1,5h 30m,In-flight meal not included
Mumbai,Hyderabad,IndiGo,"5,564.44",2019-03-01,20:30,0,1h 25m,No info
Delhi,Cochin,Multiple carriers,"4,437.83",2019-06-12,01:30,1,15h 10m,No info
Banglore,Delhi,IndiGo,"5,596.16",2019-04-12,01:00,0,2h 50m,No info
Delhi,Cochin,Jet Airways,"5,432.65",2019-03-03,18:50,1,22h,No info
Kolkata,Banglore,IndiGo,"5,486.12",2019-03-06,12:20,0,2h 45m,No info
Delhi,Cochin,Air India,"5,309.30",2019-05-18,19:15,2,7h 15m,No info
Chennai,Kolkata,SpiceJet,"5,674.82",2019-05-06,12:00,0,2h 15m,No info
Delhi,Cochin,Jet Airways,"6,366.60",2019-06-01,19:00,1,10h,In-flight meal not included
Kolkata,Banglore,Jet Airways,"5,898.48",2019-05-12,18:00,1,25h,No info
Banglore,Delhi,Jet Airways,"5,451.71",2019-06-18,22:00,0,3h 5m,In-flight meal not included
Delhi,Cochin,Jet Airways,"4,962.52",2019-06-24,19:00,1,23h 15m,In-flight meal not included
Delhi,Cochin,Vistara,"5,704.44",2019-04-21,09:10,0,3h 10m,No info
Delhi,Cochin,Jet Airways,"4,606.92",2019-05-09,12:35,1,13h 45m,In-flight meal not included
Kolkata,Banglore,SpiceJet,"6,244.03",2019-04-03,00:40,0,2h 20m,No check-in baggage included
Banglore,Delhi,Air India,"5,486.12",2019-06-06,16:10,0,2h 50m,No info
Delhi,Cochin,Jet Airways,"4,962.52",2019-06-12,19:00,1,7h 30m,In-flight meal not included
Delhi,Cochin,Multiple carriers,"4,606.92",2019-06-15,16:10,1,6h 25m,No info
Delhi,Cochin,Multiple carriers,"4,962.52",2019-06-09,19:00,1,11h 30m,No info
Kolkata,Banglore,Jet Airways,"4,606.92",2019-03-24,04:45,1,11h 50m,In-flight meal not included
Kolkata,Banglore,Jet Airways,"4,606.92",2019-05-12,23:35,1,9h 30m,In-flight meal not included
Kolkata,Banglore,SpiceJet,"5,486.12",2019-04-18,09:30,0,2h 35m,No check-in baggage included
Delhi,Cochin,IndiGo,"4,606.92",2019-06-15,22:30,1,15h 40m,No info
Delhi,Cochin,Jet Airways,"4,606.92",2019-06-12,12:35,1,19h 5m,In-flight meal not included
Delhi,Cochin,IndiGo,"4,606.92",2019-05-24,03:35,1,5h 45m,No info
Delhi,Cochin,Multiple carriers,"5,898.48",2019-06-09,21:00,1,14h,No info
Banglore,New Delhi,Air India,"4,606.92",2019-03-06,16:20,2,9h 35m,No info
Delhi,Cochin,Jet Airways,"4,606.92",2019-03-21,18:50,2,9h 10m,In-flight meal not included
Delhi,Cochin,Multiple carriers,"4,962.52",2019-06-06,19:00,1,10h 30m,No info
Delhi,Cochin,Air India,"4,606.92",2019-06-03,19:15,2,24h 30m,No info
Banglore,Delhi,Jet Airways,"5,486.12",2019-05-09,14:05,0,2h 55m,In-flight meal not included
Delhi,Cochin,GoAir,"4,606.92",2019-05-27,19:35,1,5h 10m,No info
Delhi,Cochin,Air India,"5,494.20",2019-06-01,19:15,1,6h 15m,No info
Delhi,Cochin,Multiple carriers,"5,898.48",2019-06-27,19:00,1,10h,No info
Delhi,Cochin,Jet Airways,"4,962.52",2019-05-21,19:00,1,23h 45m,No info
Chennai,Kolkata,SpiceJet,"5,486.12",2019-05-24,20:05,0,2h 20m,No check-in baggage included
Delhi,Cochin,Air India,"4,962.52",2019-04-21,23:00,1,13h 15m,No info
Delhi,Cochin,IndiGo,"4,606.92",2019-06-06,12:10,1,5h 20m,No info
Delhi,Cochin,Jet Airways,"4,606.92",2019-03-21,04:25,2,22h 5m,In-flight meal not included
Kolkata,Banglore,Jet Airways,"4,606.92",2019-05-06,22:05,1,12h 30m,No info
Banglore,Delhi,Vistara,"5,486.12",2019-06-21,12:35,0,2h 50m,No info
Mumbai,Hyderabad,SpiceJet,"6,222.94",2019-05-21,00:15,0,1h 30m,No info
Kolkata,Banglore,Jet Airways,"4,606.92",2019-03-24,16:20,1,21h 25m,In-flight meal not included
Delhi,Cochin,Jet Airways,"4,606.92",2019-04-09,12:35,2,17h 25m,No info
Kolkata,Banglore,SpiceJet,"6,188.50",2019-04-24,11:25,0,2h 25m,No check-in baggage included
Kolkata,Banglore,Jet Airways,"5,898.48",2019-05-18,12:00,1,16h,In-flight meal not included
Chennai,Kolkata,Vistara,"5,486.12",2019-05-12,09:20,0,2h 15m,No info
Delhi,Cochin,IndiGo,"4,606.92",2019-05-15,12:10,1,4h 35m,No info
Kolkata,Banglore,Air India,"5,197.27",2019-05-06,01:20,2,15h 20m,No info
Delhi,Cochin,Jet Airways,"4,606.92",2019-03-27,18:50,2,12h 30m,In-flight meal not included
Kolkata,Banglore,Jet Airways,"5,432.65",2019-05-21,14:25,1,18h,In-flight meal not included
Delhi,Cochin,IndiGo,"4,606.92",2019-04-24,12:30,1,5h 15m,No info
Mumbai,Hyderabad,IndiGo,"5,465.04",2019-03-24,07:45,0,1h 25m,No info
Banglore,Delhi,Air India,"6,188.50",2019-06-24,19:45,0,2h 45m,No info
Kolkata,Banglore,Jet Airways,"4,606.92",2019-05-06,20:45,1,6h 40m,No info
Kolkata,Banglore,Jet Airways,"4,962.52",2019-05-06,12:00,1,5h 30m,In-flight meal not included
Delhi,Cochin,Jet Airways,"4,734.98",2019-06-01,04:25,2,18h 45m,No info
Banglore,Delhi,Air India,"6,188.50",2019-04-12,19:45,0,2h 45m,No info
Delhi,Cochin,Multiple carriers,"5,898.48",2019-03-06,21:00,1,13h,No info
Mumbai,Hyderabad,SpiceJet,"6,222.94",2019-06-03,00:15,0,1h 30m,No check-in baggage included
Mumbai,Hyderabad,Jet Airways,"5,564.44",2019-03-01,17:20,0,1h 30m,No info
Kolkata,Banglore,Jet Airways,"5,494.20",2019-04-01,04:40,1,8h 40m,No info
Kolkata,Banglore,Jet Airways,"5,309.30",2019-05-06,22:05,1,29h 5m,In-flight meal not included
Chennai,Kolkata,SpiceJet,"5,486.12",2019-06-18,10:35,0,2h 15m,No info
Delhi,Cochin,Air India,"4,606.92",2019-06-03,19:15,2,26h 35m,No info
Banglore,Delhi,Jet Airways,"5,486.12",2019-06-06,18:10,0,2h 55m,No info
Kolkata,Banglore,IndiGo,"4,606.92",2019-04-06,23:15,1,3h 40m,No info
Delhi,Cochin,Air India,"4,606.92",2019-05-27,19:15,2,23h 30m,No info
Delhi,Cochin,IndiGo,"4,606.92",2019-04-15,12:30,1,5h 15m,No info
Delhi,Cochin,Jet Airways,"4,962.52",2019-06-09,19:00,2,13h 30m,No info
Delhi,Cochin,Jet Airways,"4,962.52",2019-05-21,19:00,2,13h 30m,No info
Delhi,Cochin,Air Asia,"4,606.92",2019-06-09,07:10,1,14h 25m,No info
Kolkata,Banglore,Jet Airways,"4,606.92",2019-06-06,08:15,1,11h 5m,No info
Kolkata,Banglore,Jet Airways,"4,606.92",2019-05-06,04:40,1,7h 30m,No info
Banglore,Delhi,IndiGo,"5,592.62",2019-05-06,19:55,0,3h,No info
Delhi,Cochin,Multiple carriers,"5,197.27",2019-06-24,01:30,1,9h 30m,No info
Banglore,Delhi,Jet Airways,"5,702.54",2019-05-01,22:50,0,3h,In-flight meal not included
Kolkata,Banglore,Air India,"5,486.12",2019-03-09,23:20,0,2h 35m,No info
Banglore,New Delhi,Jet Airways,"5,486.12",2019-03-15,22:35,0,2h 40m,No info
Delhi,Cochin,Air India,"4,606.92",2019-05-09,07:40,2,20h 45m,No info
Delhi,Cochin,Air Asia,"4,606.92",2019-05-18,22:25,1,5h 40m,No info
Banglore,New Delhi,Jet Airways,"5,309.30",2019-03-18,16:10,1,8h 10m,No info
Delhi,Cochin,Jet Airways,"4,689.12",2019-05-18,12:35,1,10h 20m,In-flight meal not included
Delhi,Cochin,Multiple carriers,"5,309.30",2019-06-24,19:15,1,10h 15m,No info
Mumbai,Hyderabad,IndiGo,"5,465.04",2019-03-24,10:40,0,1h 30m,No info
Kolkata,Banglore,Air India,"5,309.30",2019-06-12,04:40,1,9h 40m,No info
Delhi,Cochin,Jet Airways,"4,606.92",2019-03-21,18:50,2,13h 20m,In-flight meal not included
Delhi,Cochin,Air India,"4,606.92",2019-03-09,09:25,1,20h 55m,No info
Delhi,Cochin,Multiple carriers,"4,437.83",2019-05-21,01:30,1,10h 15m,No info
Banglore,New Delhi,IndiGo,"6,244.03",2019-03-21,00:15,0,2h 55m,No info
Kolkata,Banglore,Air India,"5,309.30",2019-05-15,18:30,2,30h 30m,No info
Kolkata,Banglore,Jet Airways,"5,309.30",2019-05-21,19:10,1,26h 10m,No info
Banglore,Delhi,Jet Airways,"6,188.50",2019-06-03,08:45,0,2h 45m,No info
Delhi,Cochin,Multiple carriers,"4,962.52",2019-05-21,19:00,1,7h 20m,No info
